timestamp,building_load_kw,solar_generation_kw,available_grid_capacity_kw,connected_ev_count,charging_power_kw,grid_import_kw,evs_charging
2026-01-01 09:15:00,102.29520421824756,70.63731092148507,268.3421067032375,0,0.0,31.657893296762495,0
2026-01-01 09:30:00,104.4347955897487,75.79176104272388,271.35696545297515,0,0.0,28.643034547024826,0
2026-01-01 09:45:00,105.81184673948329,75.8122251186772,270.00037837919393,0,0.0,29.99962162080608,0
2026-01-01 10:00:00,106.69453052610508,79.23432578301285,272.5397952569077,0,0.0,27.460204743092234,0
2026-01-01 10:15:00,107.07692758671568,83.09019517218414,276.0132675854685,0,0.0,23.986732414531545,0
2026-01-01 10:30:00,107.6297282483838,90.68675681772896,283.05702856934516,0,0.0,16.942971430654836,0
2026-01-01 10:45:00,108.0916162936434,94.46892736778472,286.3773110741413,0,0.0,13.622688925858682,0
2026-01-01 11:00:00,108.71497610567312,95.48228265562024,286.76730654994714,0,0.0,13.232693450052878,0
2026-01-01 11:15:00,109.50173083864009,98.73820574242065,289.23647490378056,0,0.0,10.763525096219439,0
2026-01-01 11:30:00,110.24330930449234,97.52643954326106,287.2831302387687,0,0.0,12.71686976123128,0
2026-01-01 11:45:00,110.69978984375742,98.71938763799896,288.0195977942416,0,0.0,11.980402205758452,0
2026-01-01 12:00:00,110.96242002297112,100.0,289.0375799770289,0,0.0,10.962420022971116,0
2026-01-01 12:15:00,111.02728379481373,96.60450909888232,285.57722530406863,2,18.2,32.62277469593141,2
2026-01-01 12:30:00,111.46057962021432,94.01101375358736,282.550434133373,4,24.8,42.24956586662695,4
2026-01-01 12:45:00,111.38404137448804,96.96421899103856,285.5801776165505,4,24.8,39.21982238344947,4
2026-01-01 13:00:00,110.44661775178234,94.72542398086344,284.27880622908106,4,24.8,40.5211937709189,4
2026-01-01 13:15:00,108.79689826208516,92.18894776397823,283.3920495018931,5,35.8,52.40795049810694,5
2026-01-01 13:30:00,108.145268938611,89.05319558866796,280.907926650057,6,28.72,47.812073349943034,6
2026-01-01 13:45:00,108.1016049275078,91.68410533991975,283.58250041241195,8,27.480000000000004,43.89749958758803,5
2026-01-01 14:00:00,108.58929589078838,82.78291464921237,274.193618758424,9,32.1,57.906381241576,5
2026-01-01 14:15:00,108.68301232979024,79.72701949030545,271.0440071605152,14,55.51999999999998,84.47599283948477,10
2026-01-01 14:30:00,108.61307228921828,79.99402971481211,271.3809574255938,19,85.60000000000001,114.21904257440619,13
2026-01-01 14:45:00,108.2471387581836,73.53388147631459,265.286742718131,22,78.69999999999999,113.41325728186901,15
2026-01-01 15:00:00,108.00251298594226,73.53211118084685,265.5295981949046,27,73.85999999999999,108.3304018050954,15
2026-01-01 15:15:00,107.83339116141516,64.45921518951116,256.62582402809596,28,76.69999999999999,120.074175971904,15
2026-01-01 15:30:00,107.88542778288183,63.417510495333175,255.53208271245137,33,88.17999999999998,132.64791728754864,19
2026-01-01 15:45:00,107.8576500781321,56.34981290106308,248.49216282293096,33,66.78,118.28783717706901,16
2026-01-01 16:00:00,107.32713978794226,50.857608606263526,243.53046881832125,34,68.85999999999999,125.32953118167872,16
2026-01-01 16:15:00,106.32960614396636,42.986936636889666,236.65733049292328,35,66.53999999999998,129.88266950707668,16
2026-01-01 16:30:00,105.61140298773915,36.9895308168694,231.37812782913025,34,58.879999999999974,127.50187217086972,14
2026-01-01 16:45:00,105.18237702804568,31.91689463110528,226.7345176030596,34,51.29999999999998,124.5654823969404,12
2026-01-01 17:00:00,104.23263700831652,25.796313555565376,221.5636765472489,35,50.63999999999998,129.07632345275113,13
2026-01-01 17:15:00,103.54164743724984,20.095546989817052,216.5538995525672,35,45.91999999999999,129.36610044743279,11
2026-01-01 17:30:00,103.09405366531838,14.472174570407986,211.3781209050896,35,42.57999999999998,131.20187909491037,10
2026-01-01 17:45:00,102.76827751559752,9.647396657713792,206.87911914211628,36,44.699999999999996,137.82088085788374,10
2026-01-01 18:00:00,102.82072935913271,5.549064755796101,202.7283353966634,36,41.67999999999999,138.9516646033366,10
2026-01-01 18:15:00,103.72441455184382,2.4516808955972413,198.7272663437534,36,41.39999999999999,142.67273365624658,9
2026-01-01 18:30:00,105.28341087307456,0.4127258789544972,195.12931500587993,36,34.51999999999997,139.39068499412005,9
2026-01-01 18:45:00,107.5860732078538,0.0,192.4139267921462,36,38.0,145.58607320785381,8
2026-01-01 19:00:00,109.44800439963696,0.0,190.55199560036303,36,37.48,146.92800439963696,8
2026-01-01 19:15:00,110.35432912944492,0.0,189.64567087055508,34,29.319999999999997,139.6743291294449,7
2026-01-01 19:30:00,110.49730420341102,0.0,189.50269579658897,36,39.98000000000004,150.47730420341105,8
2026-01-01 19:45:00,110.25796994422346,0.0,189.74203005577652,34,38.5,148.75796994422348,7
2026-01-01 20:00:00,109.42621542628288,0.0,190.57378457371715,35,43.580000000000005,153.0062154262829,8
2026-01-01 20:15:00,108.08196179489843,0.0,191.9180382051015,35,39.099999999999994,147.18196179489843,6
2026-01-01 20:30:00,107.0287965949865,0.0,192.9712034050135,35,39.099999999999994,146.1287965949865,6
2026-01-01 20:45:00,106.31502812874145,0.0,193.68497187125857,34,19.940000000000005,126.25502812874146,5
2026-01-01 21:00:00,105.44256253205774,0.0,194.55743746794224,35,28.1,133.54256253205773,5
2026-01-01 21:15:00,104.952198250768,0.0,195.047801749232,34,31.4,136.352198250768,6
2026-01-01 21:30:00,105.07521844795846,0.0,194.9247815520415,32,25.44,130.51521844795846,6
2026-01-01 21:45:00,105.36872786793565,0.0,194.63127213206437,32,10.579999999999995,115.94872786793565,4
2026-01-01 22:00:00,104.13349848988786,0.0,195.86650151011213,31,9.899999999999999,114.03349848988785,3
2026-01-01 22:15:00,102.84602178754432,0.0,197.15397821245568,32,9.899999999999999,112.74602178754432,3
2026-01-01 22:30:00,101.76195031440912,0.0,198.23804968559085,31,7.300000000000055,109.06195031440917,3
2026-01-01 22:45:00,100.98053745645774,0.0,199.01946254354223,29,6.6,107.58053745645773,2
2026-01-01 23:00:00,100.39021905165026,0.0,199.60978094834977,30,13.8,114.19021905165026,3
2026-01-01 23:15:00,99.73876939201952,0.0,200.26123060798048,29,13.8,113.53876939201952,3
2026-01-01 23:30:00,98.97646908839212,0.0,201.0235309116079,28,13.8,112.77646908839212,3
2026-01-01 23:45:00,97.93514157494748,0.0,202.0648584250525,25,13.8,111.73514157494748,3
